TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks,Profit_per_passenger,Profit
62531,2022-10-17,Model Town,Netaji Subhash Place,0.82,73.29,103.97,20.0,Tourist Card,festival,-30.679999999999993,-613.5999999999999
93703,2022-07-30,Dilshad Garden,Netaji Subhash Place,3.94,135.66,50.72,22.0,Tourist Card,weekend,84.94,1868.6799999999998
137791,2023-05-23,Kalkaji Mandir,Old Delhi,2.07,85.21,53.57,20.0,Tourist Card,peak,31.639999999999993,632.7999999999998
77912,2024-12-01,Noida City Centre,Rajouri Garden,3.27,167.06,108.52,23.0,Tourist Card,maintenance,58.540000000000006,1346.42
55927,2022-02-26,Jasola Vihar,Dilshad Garden,1.85,87.95,83.4,25.0,Tourist Card,festival,4.549999999999997,113.74999999999993
83002,2023-01-18,Rajouri Garden,New Delhi,5.68,62.28,46.19,22.0,Tourist Card,weekend,16.090000000000003,353.9800000000001
10920,2022-10-29,Laxmi Nagar,Model Town,12.67,78.73,109.31,11.0,Tourist Card,,-30.58,-336.38
6112,2023-02-17,Noida City Centre,Rajiv Chowk,1.12,43.98,42.34,13.0,Smart Card,peak,1.6399999999999935,21.319999999999915
48516,2023-04-19,Janakpuri West,Noida City Centre,6.56,148.14,111.18,27.0,Tourist Card,peak,36.95999999999998,997.9199999999994
124602,2022-11-02,Laxmi Nagar,Netaji Subhash Place,4.17,172.02,28.35,19.0,Smart Card,maintenance,143.67000000000002,2729.7300000000005
130941,2022-12-17,Noida City Centre,Mandi House,3.53,196.54,34.26,21.0,Tourist Card,weekend,162.28,3407.88
64247,2022-12-05,Rajiv Chowk,Model Town,2.55,97.56,6.27,22.0,Tourist Card,,91.29,2008.38
36580,2024-11-08,Rajiv Chowk,Inderlok,0.56,180.8,56.75,15.0,Smart Card,maintenance,124.05000000000001,1860.7500000000002
148345,2024-02-12,Mandi House,Dilshad Garden,5.77,193.82,64.58,17.0,Single,peak,129.24,2197.08
59120,2024-07-05,Rajiv Chowk,Old Delhi,2.43,25.3,39.62,23.0,Tourist Card,,-14.319999999999997,-329.3599999999999
6329,2023-05-27,Rajouri Garden,New Delhi,5.33,61.03,25.04,21.0,Single,,35.99,755.7900000000001
33423,2024-10-18,Aiims,AIIMS,10.93,160.9,96.32,25.0,Tourist Card,,64.58000000000001,1614.5000000000002
148465,2023-03-26,New Delhi,Chandni Chowk,3.68,15.93,33.91,17.0,Tourist Card,maintenance,-17.979999999999997,-305.65999999999997
16216,2023-12-08,Inderlok,Kashmere Gate,5.98,148.13,34.28,25.0,Tourist Card,peak,113.85,2846.25
146486,2024-12-01,Rajiv Chowk,New Delhi,2.19,196.79,43.04,29.0,Tourist Card,off-peak,153.75,4458.75
137395,2022-12-25,Noida City Centre,Old Delhi,0.85,48.57,71.07,23.0,Tourist Card,off-peak,-22.499999999999993,-517.4999999999999
30187,2022-03-07,Noida City Centre,Rajouri Garden,2.76,72.82,87.85,16.0,Smart Card,maintenance,-15.030000000000001,-240.48000000000002
79489,2023-07-19,Mandi House,Jasola Vihar,3.98,36.14,69.87,18.0,Smart Card,weekend,-33.730000000000004,-607.1400000000001
62342,2022-10-20,Hauz Khas,Barakhamba Road,7.92,78.62,98.78,15.0,Tourist Card,off-peak,-20.159999999999997,-302.4
86069,2023-05-25,Noida City Centre,Rajiv Chowk,8.8,144.94,53.19,21.0,Tourist Card,peak,91.75,1926.75
48342,2023-07-25,Noida City Centre,Model Town,9.59,108.1,99.59,20.0,Tourist Card,off-peak,8.509999999999991,170.19999999999982
95197,2023-03-15,Rajouri Garden,Pragati Maidan,1.66,195.24,52.74,20.0,Smart Card,off-peak,142.5,2850.0
80403,2022-10-28,Mandi House,Dilshad Garden,0.51,128.62,12.94,16.0,Tourist Card,off-peak,115.68,1850.88
142702,2022-12-23,Hauz Khas,Pragati Maidan,17.0,14.34,20.55,23.0,Smart Card,festival,-6.210000000000001,-142.83
10500,2022-02-08,Aiims,Central Secretariat,0.77,78.49,33.22,23.0,Tourist Card,,45.269999999999996,1041.2099999999998
52586,2022-12-25,Laxmi Nagar,Old Delhi,10.67,153.78,63.41,30.0,Single,,90.37,2711.1000000000004
46615,2023-10-26,Jasola Vihar,Kirti Nagar,2.7,88.2,113.74,17.0,Smart Card,peak,-25.539999999999992,-434.17999999999984
80176,2023-07-19,Chandni Chowk,Noida City Centre,2.92,32.05,57.03,19.0,Tourist Card,,-24.980000000000004,-474.62000000000006
85827,2022-05-12,Rajiv Chowk,Mandi House,2.1,108.3,55.21,27.0,Tourist Card,festival,53.089999999999996,1433.4299999999998
129310,2022-07-15,Dilshad Garden,Inderlok,0.72,197.22,42.78,28.0,Single,maintenance,154.44,4324.32
137857,2022-08-13,Laxmi Nagar,Dilshad Garden,4.56,114.92,77.32,14.0,Single,festival,37.60000000000001,526.4000000000001
135511,2022-03-28,Dilshad Garden,Janakpuri West,8.21,15.83,40.47,18.0,Tourist Card,festival,-24.64,-443.52
63082,2022-06-13,Model Town,Jasola Vihar,3.59,149.83,115.74,14.0,Tourist Card,off-peak,34.09000000000002,477.2600000000002
117594,2023-01-20,Rajouri Garden,Kirti Nagar,3.43,90.65,76.95,23.0,Smart Card,peak,13.700000000000003,315.1000000000001
53944,2024-02-02,Laxmi Nagar,Netaji Subhash Place,6.04,129.37,104.16,10.0,Single,weekend,25.210000000000008,252.10000000000008
132990,2022-07-24,Mandi House,AIIMS,3.46,80.17,57.3,23.0,Tourist Card,,22.870000000000005,526.0100000000001
89446,2023-10-06,Rajiv Chowk,New Delhi,1.59,41.6,91.02,17.0,Tourist Card,weekend,-49.419999999999995,-840.1399999999999
68606,2022-08-24,Mandi House,Rajouri Garden,4.97,72.97,8.2,22.0,Single,off-peak,64.77,1424.9399999999998
61786,2022-07-15,Central Secretariat,Kashmere Gate,6.37,60.23,112.31,20.0,Tourist Card,,-52.080000000000005,-1041.6000000000001
99411,2022-07-31,Laxmi Nagar,Mandi House,6.23,56.35,91.4,22.0,Single,,-35.050000000000004,-771.1000000000001
109773,2024-07-05,Dilshad Garden,Rajiv Chowk,5.31,149.91,82.85,24.0,Single,weekend,67.06,1609.44
131929,2023-02-24,Rajiv Chowk,Janakpuri West,2.19,29.32,100.15,25.0,Single,maintenance,-70.83000000000001,-1770.7500000000002
48208,2023-05-25,Janakpuri West,Hauz Khas,15.43,83.99,40.85,21.0,Tourist Card,,43.13999999999999,905.9399999999998
140573,2022-08-28,Rajiv Chowk,AIIMS,2.99,52.84,44.51,17.0,Tourist Card,off-peak,8.330000000000005,141.6100000000001
96673,2023-04-21,Rajiv Chowk,Netaji Subhash Place,4.22,139.71,7.59,27.0,Tourist Card,,132.12,3567.2400000000002
50673,2022-12-23,Inderlok,Dilshad Garden,9.52,165.25,54.81,21.0,Tourist Card,,110.44,2319.24
92482,2024-01-26,Noida City Centre,AIIMS,1.7,138.94,25.13,27.0,Single,maintenance,113.81,3072.87
94442,2023-09-02,Hauz Khas,Jasola Vihar,2.72,29.15,61.21,15.0,Smart Card,off-peak,-32.06,-480.90000000000003
114536,2023-11-18,Mandi House,Kirti Nagar,2.62,196.13,40.34,24.0,Tourist Card,festival,155.79,3738.96
48337,2022-05-30,Mandi House,Punjabi Bagh,0.72,130.25,91.19,16.0,Smart Card,festival,39.06,624.96
33580,2023-07-18,Model Town,Punjabi Bagh,0.72,186.1,52.62,22.0,Tourist Card,maintenance,133.48,2936.56
62374,2024-05-28,Hauz Khas,Shivaji Park,2.37,78.34,19.3,19.0,Tourist Card,maintenance,59.040000000000006,1121.7600000000002
37058,2023-06-28,Janakpuri West,Inderlok,4.56,54.69,77.21,24.0,Smart Card,peak,-22.519999999999996,-540.4799999999999
123805,2022-12-02,Rajiv Chowk,Chandni Chowk,3.67,72.14,8.19,26.0,Tourist Card,maintenance,63.95,1662.7
106593,2023-04-23,Rajiv Chowk,Rajiv Chowk,1.71,152.44,47.31,20.0,Tourist Card,,105.13,2102.6
19151,2023-07-27,Noida City Centre,Model Town,1.04,31.68,49.17,25.0,Tourist Card,off-peak,-17.490000000000002,-437.25000000000006
41054,2023-10-30,Kashmere Gate,Dilshad Garden,0.88,98.91,32.21,18.0,Tourist Card,weekend,66.69999999999999,1200.6
4969,2024-11-14,Rajiv Chowk,Pragati Maidan,10.79,167.05,57.43,22.0,Tourist Card,weekend,109.62,2411.6400000000003
124643,2022-04-21,Jasola Vihar,Shivaji Park,2.16,59.79,99.04,14.0,Tourist Card,,-39.25000000000001,-549.5000000000001
82878,2023-09-12,Mandi House,Inderlok,36.29,178.63,38.47,18.0,Tourist Card,,140.16,2522.88
25873,2024-12-06,Janakpuri West,Laxmi Nagar,6.77,18.14,16.57,29.0,Tourist Card,off-peak,1.5700000000000003,45.53000000000001
141182,2024-04-16,Rajiv Chowk,Model Town,9.27,182.64,85.13,20.0,Single,festival,97.50999999999999,1950.1999999999998
134751,2024-10-05,Kalkaji Mandir,Punjabi Bagh,6.14,175.57,112.37,27.0,Tourist Card,off-peak,63.19999999999999,1706.3999999999996
74825,2022-12-17,Noida City Centre,Pragati Maidan,3.13,90.54,70.68,19.0,Tourist Card,peak,19.86,377.34
71425,2022-08-07,Noida City Centre,Janakpuri West,2.28,66.1,10.17,18.0,Smart Card,peak,55.92999999999999,1006.7399999999999
147025,2022-11-02,Chandni Chowk,Kirti Nagar,1.17,76.04,97.5,29.0,Smart Card,,-21.459999999999994,-622.3399999999998
35803,2022-05-09,Laxmi Nagar,Noida City Centre,3.98,190.15,40.93,15.0,Smart Card,maintenance,149.22,2238.3
31858,2024-10-03,Janakpuri West,Rajiv Chowk,11.53,176.3,113.55,20.0,Tourist Card,weekend,62.750000000000014,1255.0000000000002
10397,2023-07-08,Model Town,Shivaji Park,0.82,73.02,92.15,30.0,Single,maintenance,-19.13000000000001,-573.9000000000003
35141,2022-01-08,Mandi House,Barakhamba Road,5.04,36.56,68.84,22.0,Tourist Card,weekend,-32.28,-710.1600000000001
102406,2022-10-29,Aiims,Janakpuri West,4.85,163.25,80.34,19.0,Smart Card,off-peak,82.91,1575.29
19619,2024-05-22,Central Secretariat,Janakpuri West,6.28,175.63,65.43,22.0,Tourist Card,weekend,110.19999999999999,2424.3999999999996
4092,2023-01-09,Mandi House,Chandni Chowk,12.38,147.09,119.4,17.0,Tourist Card,off-peak,27.689999999999998,470.72999999999996
72429,2022-01-28,Rajiv Chowk,Laxmi Nagar,3.78,174.81,12.35,13.0,Smart Card,peak,162.46,2111.98
107022,2023-05-10,Kashmere Gate,Dilshad Garden,8.46,10.53,115.22,16.0,Single,off-peak,-104.69,-1675.04
144578,2024-07-03,Aiims,Kalkaji Mandir,4.74,91.28,65.22,26.0,Tourist Card,peak,26.060000000000002,677.5600000000001
2795,2023-04-24,Rajouri Garden,Mandi House,2.46,50.15,41.77,13.0,Tourist Card,weekend,8.379999999999995,108.93999999999994
110878,2024-07-03,Chandni Chowk,Punjabi Bagh,8.77,56.89,82.82,17.0,Single,weekend,-25.929999999999993,-440.8099999999999
67693,2023-12-05,Rajiv Chowk,Rajiv Chowk,7.99,189.15,56.61,18.0,Single,off-peak,132.54000000000002,2385.7200000000003
46250,2023-11-30,Inderlok,Hauz Khas,3.67,45.8,49.53,20.0,Single,,-3.730000000000004,-74.60000000000008
47301,2024-10-14,Jasola Vihar,Janakpuri West,3.21,124.96,41.32,20.0,Tourist Card,maintenance,83.63999999999999,1672.7999999999997
50679,2023-08-26,Central Secretariat,Barakhamba Road,4.27,118.54,15.85,24.0,Tourist Card,weekend,102.69000000000001,2464.5600000000004
102887,2023-01-13,Rajiv Chowk,Inderlok,0.52,126.1,88.77,21.0,Single,off-peak,37.33,783.93
139598,2023-04-06,Noida City Centre,Old Delhi,11.75,47.4,69.53,24.0,Smart Card,festival,-22.130000000000003,-531.1200000000001
119854,2024-09-25,Rajiv Chowk,Laxmi Nagar,9.56,10.9,56.55,15.0,Tourist Card,off-peak,-45.65,-684.75
56655,2024-10-30,Chandni Chowk,AIIMS,1.07,62.69,95.92,16.0,Single,off-peak,-33.230000000000004,-531.6800000000001
77127,2023-07-01,Mandi House,Old Delhi,9.36,42.77,101.2,22.0,Tourist Card,maintenance,-58.43,-1285.46
36067,2023-02-01,Rajiv Chowk,Janakpuri West,2.52,113.55,58.47,14.0,Tourist Card,weekend,55.08,771.12
23942,2024-12-02,Chandni Chowk,Punjabi Bagh,2.47,42.33,103.32,21.0,Tourist Card,peak,-60.989999999999995,-1280.79
102205,2022-10-14,Rajouri Garden,Model Town,1.38,196.67,48.69,25.0,Tourist Card,peak,147.98,3699.4999999999995
140709,2022-05-12,Jasola Vihar,Old Delhi,3.07,19.21,98.18,26.0,Tourist Card,festival,-78.97,-2053.22
5528,2022-03-31,Hauz Khas,Model Town,4.78,98.07,63.8,11.0,Single,off-peak,34.269999999999996,376.96999999999997
116725,2022-05-16,Noida City Centre,Jasola Vihar,1.25,45.01,29.28,12.0,Tourist Card,,15.729999999999997,188.75999999999996
115369,2024-12-30,Kashmere Gate,Rajiv Chowk,20.66,196.48,50.06,27.0,Tourist Card,,146.42,3953.3399999999997
114926,2023-08-19,Kalkaji Mandir,Central Secretariat,5.55,82.8,88.8,17.0,Single,off-peak,-6.0,-102.0
61129,2022-01-06,Inderlok,Mandi House,4.54,79.53,81.39,18.0,Tourist Card,,-1.8599999999999994,-33.47999999999999
104068,2024-05-09,Rajiv Chowk,Kalkaji Mandir,2.39,46.9,69.35,18.0,Tourist Card,maintenance,-22.449999999999996,-404.0999999999999
133339,2023-12-01,Dilshad Garden,Punjabi Bagh,3.19,89.13,106.63,23.0,Tourist Card,weekend,-17.5,-402.5
78661,2023-11-09,Rajiv Chowk,Noida City Centre,4.64,20.6,68.8,23.0,Single,weekend,-48.199999999999996,-1108.6
98668,2023-03-25,Rajiv Chowk,Hauz Khas,2.41,160.21,21.32,16.0,Smart Card,maintenance,138.89000000000001,2222.2400000000002
120519,2023-02-10,Noida City Centre,Mandi House,4.21,106.15,100.73,27.0,Smart Card,festival,5.420000000000002,146.34000000000003
118011,2023-07-19,Janakpuri West,Dilshad Garden,4.59,89.08,84.91,20.0,Tourist Card,peak,4.170000000000002,83.40000000000003
54943,2022-06-22,Janakpuri West,Rajouri Garden,1.97,135.64,33.89,23.0,Single,,101.74999999999999,2340.2499999999995
96900,2023-12-21,Mandi House,Jasola Vihar,1.87,134.62,116.14,15.0,Single,,18.480000000000004,277.20000000000005
23910,2024-03-27,Aiims,Pragati Maidan,3.69,196.82,76.66,19.0,Tourist Card,,120.16,2283.04
134674,2023-11-17,Central Secretariat,Rajouri Garden,7.51,158.74,31.3,21.0,Tourist Card,festival,127.44000000000001,2676.2400000000002
38614,2023-11-16,Rajiv Chowk,Noida City Centre,2.58,119.28,41.53,21.0,Tourist Card,festival,77.75,1632.75
86385,2022-10-30,Model Town,Mandi House,3.43,180.1,10.5,15.0,Single,maintenance,169.6,2544.0
85725,2023-10-04,Inderlok,Kirti Nagar,7.02,22.4,58.74,19.0,Tourist Card,peak,-36.34,-690.46
144676,2023-05-05,Noida City Centre,Chandni Chowk,1.35,51.37,10.61,19.0,Tourist Card,festival,40.76,774.4399999999999
132912,2024-07-21,Model Town,Pragati Maidan,7.5,144.78,115.86,27.0,Tourist Card,maintenance,28.92,780.84
100577,2022-07-16,Rajiv Chowk,Pragati Maidan,2.38,143.85,38.22,24.0,Tourist Card,weekend,105.63,2535.12
79353,2024-12-28,Kashmere Gate,Chandni Chowk,9.66,99.23,96.33,25.0,Smart Card,,2.9000000000000057,72.50000000000014
85869,2022-11-23,New Delhi,Jasola Vihar,8.68,92.66,113.93,15.0,Smart Card,festival,-21.27000000000001,-319.0500000000002
134470,2022-08-16,Noida City Centre,Rajouri Garden,5.68,152.03,84.82,19.0,Smart Card,peak,67.21000000000001,1276.9900000000002
17760,2022-06-28,Noida City Centre,Punjabi Bagh,15.83,22.05,113.14,26.0,Smart Card,maintenance,-91.09,-2368.34
1102,2024-11-27,New Delhi,Old Delhi,1.04,99.6,64.82,22.0,Tourist Card,,34.78,765.1600000000001
575,2024-08-02,Mandi House,Dilshad Garden,0.53,103.24,59.59,24.0,Tourist Card,off-peak,43.64999999999999,1047.6
130062,2023-09-11,Inderlok,Netaji Subhash Place,4.75,30.66,33.8,17.0,Tourist Card,peak,-3.139999999999997,-53.37999999999995
125264,2022-11-06,Kalkaji Mandir,Noida City Centre,7.25,121.53,10.9,24.0,Tourist Card,,110.63,2655.12
58670,2024-10-10,Noida City Centre,Central Secretariat,6.1,60.75,82.99,11.0,Smart Card,weekend,-22.239999999999995,-244.63999999999993
87802,2023-03-28,Rajiv Chowk,Chandni Chowk,20.33,107.6,79.47,29.0,Single,off-peak,28.129999999999995,815.7699999999999
69413,2022-08-20,Model Town,Rajouri Garden,1.8,71.3,28.95,18.0,Single,peak,42.349999999999994,762.3
38321,2023-03-08,Rajiv Chowk,Punjabi Bagh,3.93,162.11,91.63,22.0,Tourist Card,maintenance,70.48000000000002,1550.5600000000004
131444,2024-02-02,Rajiv Chowk,Mandi House,6.85,58.31,113.92,25.0,Tourist Card,off-peak,-55.61,-1390.25
98715,2022-12-16,Rajouri Garden,Punjabi Bagh,9.79,194.56,95.21,19.0,Tourist Card,,99.35000000000001,1887.65
105555,2024-10-12,Noida City Centre,Rajiv Chowk,11.73,121.19,62.11,27.0,Smart Card,weekend,59.08,1595.1599999999999
62122,2024-05-09,Noida City Centre,New Delhi,3.97,174.9,48.46,25.0,Single,maintenance,126.44,3161.0
77395,2024-02-16,New Delhi,Kirti Nagar,3.72,120.58,42.56,18.0,Smart Card,peak,78.02,1404.36
45123,2022-09-17,Aiims,Central Secretariat,7.76,176.61,83.39,17.0,Tourist Card,weekend,93.22000000000001,1584.7400000000002
16932,2022-12-11,Kashmere Gate,Pragati Maidan,3.97,128.51,59.1,26.0,Tourist Card,off-peak,69.41,1804.6599999999999
127287,2024-03-24,Kashmere Gate,AIIMS,8.26,126.66,33.08,20.0,Tourist Card,,93.58,1871.6
44797,2022-03-05,Rajiv Chowk,Barakhamba Road,2.98,110.18,26.1,18.0,Single,weekend,84.08000000000001,1513.4400000000003
9032,2024-02-17,Rajiv Chowk,Barakhamba Road,19.11,79.7,84.17,21.0,Tourist Card,weekend,-4.469999999999999,-93.86999999999998
62843,2024-05-14,Central Secretariat,Inderlok,1.27,185.23,75.67,20.0,Tourist Card,,109.55999999999999,2191.2
28462,2023-03-21,Noida City Centre,Dilshad Garden,3.57,163.29,109.47,21.0,Single,maintenance,53.81999999999999,1130.2199999999998
126665,2024-12-05,Rajiv Chowk,Mandi House,3.64,32.05,28.28,16.0,Single,weekend,3.769999999999996,60.319999999999936
98339,2022-09-21,Kalkaji Mandir,Chandni Chowk,2.16,178.45,70.29,19.0,Tourist Card,off-peak,108.15999999999998,2055.0399999999995
125684,2024-09-16,Noida City Centre,Barakhamba Road,0.72,180.34,54.91,22.0,Tourist Card,maintenance,125.43,2759.46
34741,2023-02-03,Laxmi Nagar,Model Town,10.25,48.31,53.62,17.0,Single,peak,-5.309999999999995,-90.26999999999992
108257,2024-11-25,Inderlok,Shivaji Park,1.59,65.3,87.01,20.0,Tourist Card,,-21.710000000000008,-434.20000000000016
133116,2024-12-04,Dilshad Garden,Noida City Centre,3.69,47.17,26.26,13.0,Tourist Card,maintenance,20.91,271.83
147749,2022-07-07,Rajiv Chowk,Kirti Nagar,1.65,188.59,100.53,18.0,Smart Card,weekend,88.06,1585.08
70440,2024-11-13,Rajiv Chowk,Netaji Subhash Place,4.95,88.01,115.3,20.0,Smart Card,festival,-27.289999999999992,-545.7999999999998
57303,2022-08-30,Inderlok,Rajouri Garden,5.14,129.84,54.04,20.0,Tourist Card,festival,75.80000000000001,1516.0000000000002
118050,2024-05-18,Noida City Centre,Mandi House,6.32,128.44,113.21,14.0,Tourist Card,festival,15.230000000000004,213.22000000000006
38283,2022-03-31,Rajiv Chowk,Shivaji Park,0.97,169.89,11.26,17.0,Tourist Card,off-peak,158.63,2696.71
82182,2022-06-23,New Delhi,Jasola Vihar,0.59,119.14,38.28,14.0,Tourist Card,maintenance,80.86,1132.04
123818,2024-03-14,Inderlok,Barakhamba Road,1.53,36.22,55.12,24.0,Single,festival,-18.9,-453.59999999999997
38314,2022-03-03,Noida City Centre,Laxmi Nagar,4.24,55.58,30.88,19.0,Smart Card,,24.7,469.3
109381,2024-09-25,Kalkaji Mandir,Jasola Vihar,6.3,164.19,17.44,15.0,Single,weekend,146.75,2201.25
35842,2022-03-28,Kalkaji Mandir,Barakhamba Road,3.67,49.43,34.46,23.0,Single,weekend,14.969999999999999,344.30999999999995
119095,2023-12-12,Rajiv Chowk,Inderlok,7.89,177.95,41.4,26.0,Smart Card,festival,136.54999999999998,3550.2999999999997
144157,2024-02-22,Rajiv Chowk,New Delhi,8.45,51.97,117.26,24.0,Tourist Card,festival,-65.29,-1566.96
60926,2023-04-28,Noida City Centre,Model Town,2.06,82.51,68.75,26.0,Smart Card,peak,13.760000000000005,357.7600000000001
140873,2022-01-23,Noida City Centre,Mandi House,7.16,186.28,35.28,27.0,Tourist Card,peak,151.0,4077.0
45013,2024-11-21,Rajiv Chowk,Rajiv Chowk,1.71,39.25,111.67,14.0,Smart Card,off-peak,-72.42,-1013.88
55472,2023-05-27,Aiims,Shivaji Park,1.55,26.53,100.8,22.0,Tourist Card,peak,-74.27,-1633.9399999999998
2342,2022-03-19,Rajiv Chowk,Kalkaji Mandir,3.21,140.57,9.45,23.0,Tourist Card,weekend,131.12,3015.76
142834,2024-06-22,Rajiv Chowk,Kirti Nagar,0.62,144.5,97.81,23.0,Single,festival,46.69,1073.87
6600,2023-09-29,Dilshad Garden,Noida City Centre,4.35,13.75,41.33,25.0,Smart Card,weekend,-27.58,-689.5
62166,2024-03-05,New Delhi,Punjabi Bagh,1.69,62.67,91.16,27.0,Tourist Card,maintenance,-28.489999999999995,-769.2299999999999
124450,2022-04-27,Aiims,Pragati Maidan,0.63,173.23,44.1,16.0,Smart Card,,129.13,2066.08
148869,2022-04-04,Hauz Khas,AIIMS,1.27,191.71,97.41,24.0,Single,off-peak,94.30000000000001,2263.2000000000003
46422,2024-01-29,Jasola Vihar,Hauz Khas,1.68,152.86,71.72,17.0,Tourist Card,festival,81.14000000000001,1379.3800000000003
118069,2023-08-11,Central Secretariat,Kashmere Gate,2.52,32.46,85.97,11.0,Tourist Card,peak,-53.51,-588.61
31715,2022-10-04,Aiims,Mandi House,0.84,130.89,118.89,20.0,Smart Card,,11.999999999999986,239.99999999999972
7682,2023-08-04,Noida City Centre,New Delhi,8.39,134.79,98.65,27.0,Tourist Card,off-peak,36.139999999999986,975.7799999999996
112501,2022-06-02,Hauz Khas,Inderlok,4.61,124.52,17.39,20.0,Tourist Card,maintenance,107.13,2142.6
67214,2022-08-27,Aiims,Mandi House,1.03,190.55,110.27,18.0,Single,festival,80.28000000000002,1445.0400000000002
9307,2022-10-04,Hauz Khas,Kalkaji Mandir,3.63,162.28,5.07,24.0,Smart Card,weekend,157.21,3773.04
7575,2022-01-10,Rajiv Chowk,Kashmere Gate,3.39,179.91,62.33,20.0,Tourist Card,maintenance,117.58,2351.6
125853,2024-04-21,Rajiv Chowk,New Delhi,3.87,113.15,51.42,19.0,Single,peak,61.730000000000004,1172.8700000000001
74456,2023-05-12,Noida City Centre,Kalkaji Mandir,1.97,17.82,44.79,14.0,Tourist Card,festival,-26.97,-377.58
68680,2022-01-09,Rajiv Chowk,Punjabi Bagh,3.48,16.36,112.31,25.0,Smart Card,peak,-95.95,-2398.75
2908,2022-09-05,Dilshad Garden,Mandi House,5.94,130.81,20.15,28.0,Single,maintenance,110.66,3098.48
124422,2023-03-07,Chandni Chowk,Punjabi Bagh,8.13,38.66,37.22,22.0,Smart Card,festival,1.4399999999999977,31.67999999999995
26669,2023-06-29,Rajiv Chowk,Hauz Khas,3.6,146.24,20.88,26.0,Smart Card,festival,125.36000000000001,3259.3600000000006
132591,2022-10-23,Kashmere Gate,Netaji Subhash Place,3.5,143.56,79.97,13.0,Tourist Card,maintenance,63.59,826.6700000000001
122216,2022-02-07,Rajiv Chowk,Laxmi Nagar,7.39,54.22,64.47,19.0,Single,maintenance,-10.25,-194.75
53992,2023-08-03,Central Secretariat,Kashmere Gate,2.72,58.91,9.8,15.0,Single,weekend,49.11,736.65
25072,2022-07-31,Rajouri Garden,Kalkaji Mandir,11.35,80.43,51.95,16.0,Single,maintenance,28.480000000000004,455.68000000000006
23363,2022-09-06,Hauz Khas,Dilshad Garden,2.99,115.61,38.58,12.0,Tourist Card,off-peak,77.03,924.36
146123,2023-12-10,Mandi House,Kashmere Gate,2.23,53.29,14.5,8.0,Tourist Card,off-peak,38.79,310.32
86142,2024-03-23,Chandni Chowk,Noida City Centre,9.59,56.31,86.01,23.0,Smart Card,off-peak,-29.700000000000003,-683.1
101354,2023-07-23,Kalkaji Mandir,Shivaji Park,1.93,43.4,118.77,18.0,Tourist Card,festival,-75.37,-1356.66
79296,2023-08-05,Rajouri Garden,Dilshad Garden,3.89,75.1,41.12,23.0,Smart Card,peak,33.98,781.54
121806,2023-11-25,Rajouri Garden,Punjabi Bagh,3.19,192.79,36.02,24.0,Tourist Card,weekend,156.76999999999998,3762.4799999999996
128528,2023-04-19,Mandi House,Pragati Maidan,8.08,170.93,56.85,16.0,Tourist Card,peak,114.08000000000001,1825.2800000000002
105787,2023-01-01,Jasola Vihar,Central Secretariat,2.2,197.94,106.38,22.0,Tourist Card,off-peak,91.56,2014.3200000000002
3440,2024-10-14,New Delhi,Central Secretariat,3.16,79.39,18.95,24.0,Tourist Card,,60.44,1450.56
147183,2023-05-09,Rajiv Chowk,Shivaji Park,0.5,18.16,112.28,31.0,Smart Card,,-94.12,-2917.7200000000003
33813,2023-08-15,Noida City Centre,Laxmi Nagar,4.56,123.35,57.63,21.0,Tourist Card,,65.72,1380.12
124867,2022-12-24,Jasola Vihar,Pragati Maidan,6.59,82.13,7.03,22.0,Tourist Card,peak,75.1,1652.1999999999998
148698,2023-03-17,Inderlok,Kirti Nagar,1.88,147.11,71.32,26.0,Tourist Card,peak,75.79000000000002,1970.5400000000004
13019,2023-03-30,Rajiv Chowk,Old Delhi,14.17,66.32,106.79,30.0,Single,peak,-40.47000000000001,-1214.1000000000004
95727,2022-04-23,Mandi House,Rajouri Garden,3.93,185.46,65.63,24.0,Tourist Card,off-peak,119.83000000000001,2875.92
134513,2023-03-10,Janakpuri West,Punjabi Bagh,4.54,193.57,40.48,17.0,Smart Card,weekend,153.09,2602.53
133451,2022-11-05,Rajiv Chowk,Hauz Khas,7.05,147.67,68.28,12.0,Tourist Card,,79.38999999999999,952.6799999999998
46944,2023-07-17,Aiims,Kirti Nagar,0.66,51.92,86.72,13.0,Smart Card,festival,-34.8,-452.4
60041,2022-08-28,Janakpuri West,Punjabi Bagh,2.35,11.07,66.54,20.0,Tourist Card,weekend,-55.470000000000006,-1109.4
87081,2023-08-21,Rajiv Chowk,Kirti Nagar,7.58,59.51,115.71,25.0,Tourist Card,off-peak,-56.199999999999996,-1405.0
147127,2022-09-01,New Delhi,New Delhi,19.85,163.88,36.22,30.0,Smart Card,,127.66,3829.7999999999997
46437,2022-11-03,Noida City Centre,Barakhamba Road,11.59,182.06,41.9,18.0,Tourist Card,,140.16,2522.88
81330,2024-05-28,Mandi House,Central Secretariat,4.71,45.59,80.92,20.0,Single,,-35.33,-706.5999999999999
13468,2024-07-12,Jasola Vihar,Punjabi Bagh,2.23,48.68,58.15,19.0,Tourist Card,festival,-9.469999999999999,-179.92999999999998
76703,2023-05-19,Noida City Centre,Laxmi Nagar,2.1,113.96,83.36,15.0,Tourist Card,weekend,30.599999999999994,458.9999999999999
